,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
23,1001602267,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-4,023.00",31-Mar-24,31-03-2024,31-03-2024,0,-4023,64518,-4023
0,1004203786,227007,Adv to Other Vendor,15800853,RAVINDU MOTORS PVT LTD,V158,OTHER VENDOR,0,20-Apr-22,31-07-2023,20-04-2022,711,41637,41637,41637
0,1004203217,108008,Other Vendor,15800855,REDGENIE TECHNOLOGIES PVT LTD,V158,OTHER VENDOR,"27,718.00",26-Apr-22,31-07-2023,26-04-2022,705,27718,27718,27718
1,1004203216,108008,Other Vendor,15800855,REDGENIE TECHNOLOGIES PVT LTD,V158,OTHER VENDOR,"-7,080.00",12-Jul-22,31-07-2023,12-07-2022,628,-7080,20638,-7080
2,1004203215,108008,Other Vendor,15800855,REDGENIE TECHNOLOGIES PVT LTD,V158,OTHER VENDOR,"-7,080.00",11-Oct-22,31-07-2023,11-10-2022,537,-7080,13558,-7080
3,1003305184,108008,Other Vendor,15800855,REDGENIE TECHNOLOGIES PVT LTD,V158,OTHER VENDOR,"-7,080.00",28-Mar-24,28-03-2024,28-03-2024,3,-7080,6478,-7080
0,1004203218,108008,Other Vendor,15800856,RELIANCE MARKETING,V158,OTHER VENDOR,"-9,204.00",07-Jun-22,31-07-2023,07-06-2022,663,-9204,-9204,-9204
1,1004203219,108008,Other Vendor,15800856,RELIANCE MARKETING,V158,OTHER VENDOR,"-12,708.00",07-Jun-22,31-07-2023,07-06-2022,663,-12708,-21912,-12708
2,1001602319,108008,Other Vendor,15800856,RELIANCE MARKETING,V158,OTHER VENDOR,"-3,000.00",27-Mar-24,27-03-2024,27-03-2024,4,-3000,-24912,-3000
0,1004203220,108008,Other Vendor,15800857,RIKHABH MARKETING,V158,OTHER VENDOR,"-4,500.00",10-Apr-22,31-07-2023,30-04-2022,721,-4500,-4500,-4500
0,1004203788,227007,Adv to Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,17700,17700,0
1,1004203787,227007,Adv to Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,0,19-May-22,31-07-2023,19-05-2022,682,21692,39392,39392
2,1004203223,108008,Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,"69,560.00",16-Jul-22,31-07-2023,16-07-2022,624,69560,108952,69560
3,1004203221,108008,Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,"13,570.00",17-Sep-22,31-07-2023,17-09-2022,561,13570,122522,13570
4,1004203222,108008,Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,"70,761.00",14-Dec-22,31-07-2023,14-12-2022,473,70761,193283,70761
5,1003302082,108008,Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,"-3,22,711.12",01-Oct-23,01-10-2023,01-10-2023,182,-322711,-129428,-322711
6,1001701476,227007,Adv to Other Vendor,15800858,RINAC INDIA LIMITED,V158,OTHER VENDOR,0,18-Oct-23,18-10-2023,17-10-2023,165,161356,31928,161356
0,1004203224,108008,Other Vendor,15800859,ROCHE DIAGNOSTICS INDIA PVT. LTD.,V158,OTHER VENDOR,"-13,328.00",31-Mar-20,31-07-2023,31-03-2020,"1,461",-13328,-13328,0
1,1004203789,227007,Adv to Other Vendor,15800859,ROCHE DIAGNOSTICS INDIA PVT. LTD.,V158,OTHER VENDOR,0,28-Mar-23,31-07-2023,28-03-2023,369,22000,8672,8672
0,1004203225,108008,Other Vendor,15800860,ROYAAL FIRE PROTECTION,V158,OTHER VENDOR,333,05-Nov-22,31-07-2023,06-12-2022,512,333,15697,0
1,1004203226,108008,Other Vendor,15800860,ROYAAL FIRE PROTECTION,V158,OTHER VENDOR,"-50,402.00",06-Dec-22,31-07-2023,06-12-2022,481,-50402,-34705,-34705
2,1003305190,108008,Other Vendor,15800860,ROYAAL FIRE PROTECTION,V158,OTHER VENDOR,"-34,438.30",01-Mar-24,01-03-2024,01-03-2024,30,-34438,-69143,-34438
3,1003305024,108008,Other Vendor,15800860,ROYAAL FIRE PROTECTION,V158,OTHER VENDOR,"-30,951.00",20-Mar-24,20-03-2024,20-03-2024,11,-30951,-100094,-30951
0,1004203228,108008,Other Vendor,15800861,S.P.SHANKAR,V158,OTHER VENDOR,"-8,300.00",31-Mar-21,31-07-2023,31-03-2021,"1,096",-8300,-8300,-8300
0,1004203231,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",08-Jun-22,31-07-2023,08-06-2022,662,15680,15680,15680
1,1004203232,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",08-Jul-22,31-07-2023,08-07-2022,632,15680,31360,15680
2,1004203229,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",09-Aug-22,31-07-2023,09-08-2022,600,15680,47040,15680
3,1004203233,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",09-Sep-22,31-07-2023,09-09-2022,569,15680,62720,15680
4,1004203234,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",08-Oct-22,31-07-2023,08-10-2022,540,15680,78400,15680
5,1004203235,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"15,680.00",09-Nov-22,31-07-2023,09-11-2022,508,15680,94080,15680
6,1004203230,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"16,000.00",08-Dec-22,31-07-2023,08-12-2022,479,16000,110080,16000
7,1001602320,108008,Other Vendor,15800864,SATWIKA ENTERPRISES,V158,OTHER VENDOR,"-15,840.00",25-Mar-24,25-03-2024,25-03-2024,6,-15840,94240,-15840
0,1004203243,108008,Other Vendor,15800866,SHASHIDHAR B S,V158,OTHER VENDOR,"25,141.00",09-Sep-22,31-07-2023,09-09-2022,569,25141,12753,0
1,1001602257,108008,Other Vendor,15800866,SHASHIDHAR B S,V158,OTHER VENDOR,"-77,983.00",31-Mar-24,31-03-2024,31-03-2024,0,-77983,-65230,-65230
0,1004203246,108008,Other Vendor,15800867,SHESHAKAMALA RESTAURANT PVT LTD,V158,OTHER VENDOR,"-18,460.00",31-Mar-20,31-07-2023,31-03-2020,"1,461",-18460,-18460,-18460
1,1004203245,108008,Other Vendor,15800867,SHESHAKAMALA RESTAURANT PVT LTD,V158,OTHER VENDOR,"-5,688.00",31-Mar-21,31-07-2023,31-03-2021,"1,096",-5688,-24148,-5688
0,1003303719,108008,Other Vendor,15800868,SHREE RENUKA MEDITEC,V158,OTHER VENDOR,"-49,052.00",01-Jan-24,09-01-2024,01-01-2024,90,-49052,-49052,-49052
1,1003304335,108008,Other Vendor,15800868,SHREE RENUKA MEDITEC,V158,OTHER VENDOR,"-45,359.00",06-Feb-24,06-02-2024,06-02-2024,54,-45359,-94411,-45359
2,1003304749,108008,Other Vendor,15800868,SHREE RENUKA MEDITEC,V158,OTHER VENDOR,"-66,971.00",05-Mar-24,13-03-2024,05-03-2024,26,-66971,-161382,-66971
0,1004203253,108008,Other Vendor,15800870,SOCIAL BEAT DIGITAL MARKETING LLP,V158,OTHER VENDOR,"-49,400.00",15-Jul-19,31-07-2023,15-07-2019,"1,721",-49400,-49400,-49400
1,1004203252,108008,Other Vendor,15800870,SOCIAL BEAT DIGITAL MARKETING LLP,V158,OTHER VENDOR,"-4,06,000.00",31-Mar-23,31-07-2023,31-03-2023,366,-406000,-455400,-406000
0,1004203266,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-3,970.00",17-Dec-21,31-07-2023,17-12-2021,835,-3970,-3970,-3970
1,1004203267,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",17-Dec-21,31-07-2023,17-12-2021,835,-2940,-6910,-2940
2,1004203268,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-1,030.00",28-Mar-22,31-07-2023,28-03-2022,734,-1030,-7940,-1030
3,1004203269,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",28-Mar-22,31-07-2023,28-03-2022,734,-2940,-10880,-2940
4,1004203260,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",02-Apr-22,31-07-2023,01-07-2022,729,-2940,-13820,-2940
5,1004203256,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",09-Apr-22,31-07-2023,09-04-2022,722,-2940,-16760,-2940
6,1004203257,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",10-May-22,31-07-2023,10-05-2022,691,-2940,-19700,-2940
7,1004203258,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-1,470.00",08-Jun-22,31-07-2023,08-06-2022,662,-1470,-21170,-1470
8,1004203259,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,-986,21-Jun-22,31-07-2023,21-06-2022,649,-986,-22156,-986
9,1004203261,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-3,071.00",11-Jul-22,31-07-2023,11-07-2022,629,-3071,-25227,-3071
10,1004203263,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",10-Aug-22,31-07-2023,10-08-2022,599,-2940,-28167,-2940
11,1004203264,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",29-Oct-22,31-07-2023,29-10-2022,519,-2940,-31107,-2940
12,1004203265,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,205.00",25-Nov-22,31-07-2023,25-11-2022,492,-2205,-33312,-2205
13,1003304311,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-3,237.00",29-Jan-24,13-02-2024,29-01-2024,62,-3237,-36549,-3237
14,1003304805,108008,Other Vendor,15800876,SRI NANDI TRADERS,V158,OTHER VENDOR,"-2,940.00",04-Mar-24,04-03-2024,04-03-2024,27,-2940,-39489,-2940
0,1004203791,227007,Adv to Other Vendor,15800878,SRINIVAS - MYSORE BROKERAGE,V158,OTHER VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,2500,2500,2500
0,1004203270,108008,Other Vendor,15800880,SURESH K - VIDYARANYAPURA,V158,OTHER VENDOR,"-71,190.00",30-Apr-22,31-07-2023,30-04-2022,701,-71190,-71190,-71190
1,1004203272,108008,Other Vendor,15800880,SURESH K - VIDYARANYAPURA,V158,OTHER VENDOR,"70,770.00",08-May-22,31-07-2023,08-05-2022,693,70770,-420,70770
2,1004203271,108008,Other Vendor,15800880,SURESH K - VIDYARANYAPURA,V158,OTHER VENDOR,"-71,190.00",31-May-22,31-07-2023,31-05-2022,670,-71190,-71610,-71190
3,1004203273,108008,Other Vendor,15800880,SURESH K - VIDYARANYAPURA,V158,OTHER VENDOR,"70,770.00",08-Jun-22,31-07-2023,08-06-2022,662,70770,-840,70770
4,1001602280,108008,Other Vendor,15800880,SURESH K - VIDYARANYAPURA,V158,OTHER VENDOR,"-77,700.00",31-Mar-24,31-03-2024,31-03-2024,0,-77700,-78540,-77700
0,1004203279,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,-630,20-Oct-20,31-07-2023,20-10-2020,"1,258",-630,-630,0
1,1001700412,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,24-May-22,24-05-2022,24-05-2022,677,374360,373730,373730
2,1004203276,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"3,74,360.00",02-Jun-22,31-07-2023,02-06-2022,668,374360,748090,374360
3,1004203591,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"68,760.00",04-Jun-22,31-07-2023,04-06-2022,666,68760,816850,68760
4,1001700431,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,04-Jun-22,04-06-2022,04-06-2022,666,68760,885610,68760
5,1004203590,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"4,08,931.00",10-Jul-22,31-07-2023,10-07-2022,630,408931,1294541,408931
6,1001700473,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,10-Jul-22,10-07-2022,10-07-2022,630,420442,1714983,420442
7,1001701160,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"83,111.00",11-Nov-22,11-11-2022,11-11-2022,506,83111,1798094,83111
8,1004203278,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"83,111.00",11-Nov-22,31-07-2023,11-11-2022,506,83111,1881205,83111
9,1001700192,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"83,111.00",16-Nov-22,16-11-2022,16-11-2022,501,83111,1964316,83111
10,1004203275,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"83,111.00",16-Nov-22,31-07-2023,16-11-2022,501,83111,2047427,83111
11,1004203793,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,11-Jan-23,31-07-2023,11-01-2023,445,111113,2158540,111113
12,1001700302,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,11-Jan-23,11-01-2023,11-01-2023,445,125291,2283831,125291
13,1004203795,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,09-Mar-23,31-07-2023,09-03-2023,388,39325,2323156,39325
14,1001701016,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,09-Mar-23,09-03-2023,09-03-2023,388,65551,2388707,65551
15,1004203796,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,17-Mar-23,31-07-2023,17-03-2023,380,206211,2594918,206211
16,1004203274,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"-10,00,000.00",31-Mar-23,31-07-2023,31-03-2023,366,-1000000,1594918,-1000000
17,1004203794,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,13-Jun-23,31-07-2023,13-06-2023,292,119513,1714431,119513
18,1001700300,227007,Adv to Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,0,13-Jun-23,13-06-2023,13-06-2023,292,119512,1833943,119512
19,1001700336,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"1,19,513.00",19-Jun-23,19-06-2023,19-06-2023,286,119513,1953456,119513
20,1004203277,108008,Other Vendor,15800881,TANISHQ REALITY,V158,OTHER VENDOR,"1,19,513.00",19-Jun-23,31-07-2023,19-06-2023,286,119513,2072969,119513
0,1001700566,108008,Other Vendor,15800882,THE PIXELATE,V158,OTHER VENDOR,0,16-Sep-22,16-09-2022,16-09-2022,562,390920,390920,390920
1,1001700628,108008,Other Vendor,15800882,THE PIXELATE,V158,OTHER VENDOR,0,18-Oct-22,18-10-2022,18-10-2022,530,81000,471920,81000
0,1004203280,108008,Other Vendor,15800883,THINKSPACE ARCHITECTS,V158,OTHER VENDOR,"-1,52,200.00",19-Sep-18,31-07-2023,19-09-2018,"2,020",-152200,-152200,-152200
0,1004203283,108008,Other Vendor,15800889,VISHWAS B - WHITE FIELD,V158,OTHER VENDOR,"-6,03,484.00",02-Apr-21,31-07-2023,02-04-2021,"1,094",-603484,-603484,-603484
0,1003302482,108008,Other Vendor,15800890,VISION DIAGNOSTIC (INDIA) PVT. LTD,V158,OTHER VENDOR,"-11,68,200.00",09-Nov-23,22-11-2023,09-11-2023,143,-1168200,-1168200,-1168200
1,1001702998,108008,Other Vendor,15800890,VISION DIAGNOSTIC (INDIA) PVT. LTD,V158,OTHER VENDOR,0,07-Mar-24,07-03-2024,07-03-2024,24,500000,-668200,500000
0,1001701486,227007,Adv to Other Vendor,15800892,"WIPRO GE HEALTHCARE PVT. LTD.,",V158,OTHER VENDOR,0,18-Oct-23,18-10-2023,18-10-2023,165,477360,477360,477360
0,1004203797,227007,Adv to Other Vendor,15800893,WISDOM GIFTS,V158,OTHER VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,8850,8850,8850
0,1004203288,108008,Other Vendor,15800894,DR RAMESH M N,V158,OTHER VENDOR,"24,481.00",18-Jun-22,31-07-2023,18-06-2022,652,24481,24481,0
1,1001600802,108008,Other Vendor,15800894,DR RAMESH M N,V158,OTHER VENDOR,"-1,24,560.00",31-Jan-23,31-01-2023,31-01-2023,425,-124560,-100079,-100079
2,1001602218,108008,Other Vendor,15800894,DR RAMESH M N,V158,OTHER VENDOR,"-1,34,100.00",31-Mar-24,31-03-2024,31-03-2024,0,-134100,-234179,-134100
0,1001602188,108008,Other Vendor,15800896,DR ASLAM PASHA,V158,OTHER VENDOR,"-3,06,000.00",31-Mar-24,31-03-2024,31-03-2024,0,-306000,-306000,-306000
0,1004203289,108008,Other Vendor,15800898,DR CHETHAN MANOHAR,V158,OTHER VENDOR,"-18,000.00",31-Mar-22,31-07-2023,31-03-2022,731,-18000,-18000,-18000
0,1001600769,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",30-Apr-22,30-04-2022,30-04-2022,701,-83250,-83250,-83250
1,1001701043,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,374.00",05-May-22,05-05-2022,05-05-2022,696,82374,-876,82374
2,1001600772,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",31-May-22,31-05-2022,31-05-2022,670,-83250,-84126,-83250
3,1001600775,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",30-Jun-22,30-06-2022,30-06-2022,640,-83250,-167376,-83250
4,1001701066,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,330.00",05-Jul-22,05-07-2022,05-07-2022,635,82330,-85046,82330
5,1001600778,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",31-Jul-22,31-07-2022,31-07-2022,609,-83250,-168296,-83250
6,1001701093,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,610.00",03-Aug-22,03-08-2022,03-08-2022,606,82610,-85686,82610
7,1001600782,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",31-Aug-22,31-08-2022,31-08-2022,578,-83250,-168936,-83250
8,1001701107,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,360.00",01-Sep-22,01-09-2022,01-09-2022,577,82360,-86576,82360
9,1001600786,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",30-Sep-22,30-09-2022,30-09-2022,548,-83250,-169826,-83250
10,1001701136,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,385.00",01-Oct-22,01-10-2022,01-10-2022,547,82385,-87441,82385
11,1001600790,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",31-Oct-22,31-10-2022,31-10-2022,517,-83250,-170691,-83250
12,1001701150,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,454.00",03-Nov-22,03-11-2022,03-11-2022,514,82454,-88237,82454
13,1001600794,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-83,250.00",30-Nov-22,30-11-2022,30-11-2022,487,-83250,-171487,-83250
14,1001701164,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"82,328.00",05-Dec-22,05-12-2022,05-12-2022,482,82328,-89159,82328
15,1001602228,108008,Other Vendor,15800900,DR DEEPALAKSHMI P D,V158,OTHER VENDOR,"-82,269.00",31-Mar-24,31-03-2024,31-03-2024,0,-82269,-171428,-82269
0,1001602222,108008,Other Vendor,15800901,DR GNANANJALI A R,V158,OTHER VENDOR,"-13,500.00",31-Mar-24,31-03-2024,31-03-2024,0,-13500,-13500,-13500
0,1001602198,108008,Other Vendor,15800902,DR KAVITHA A P,V158,OTHER VENDOR,"-38,880.00",31-Mar-24,31-03-2024,31-03-2024,0,-38880,-38880,-38880
0,1001602195,108008,Other Vendor,15800903,DR KUMUDHA P RAO,V158,OTHER VENDOR,"-54,000.00",31-Mar-24,31-03-2024,31-03-2024,0,-54000,-54000,-54000
0,1004203304,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"-2,334.00",31-Mar-22,31-07-2023,31-03-2022,731,-2334,-2334,0
1,1004203295,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"-8,640.00",31-May-22,31-07-2023,31-05-2022,670,-8640,-10974,-10974
2,1004203300,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"8,640.00",02-Jun-22,31-07-2023,02-06-2022,668,8640,-2334,8640
3,1004203301,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"5,280.00",06-Jul-22,31-07-2023,06-07-2022,634,5280,2946,5280
4,1004203290,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,-238,31-Jul-22,31-07-2023,31-07-2022,609,-238,2708,-238
5,1004203302,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,237.6,02-Aug-22,31-07-2023,02-08-2022,607,237.6,2945.6,237.6
6,1004203291,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,-475,31-Aug-22,31-07-2023,31-08-2022,578,-475,2470.6,-475
7,1004203296,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,528,01-Sep-22,31-07-2023,01-09-2022,577,528,2998.6,528
8,1004203292,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,-475,30-Sep-22,31-07-2023,30-09-2022,548,-475,2523.6,-475
9,1004203297,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,475,01-Oct-22,31-07-2023,01-10-2022,547,475,2998.6,475
10,1004203293,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"-4,969.00",31-Oct-22,31-07-2023,31-10-2022,517,-4969,-1970.4,-4969
11,1004203298,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"4,970.00",03-Nov-22,31-07-2023,03-11-2022,514,4970,2999.6,4970
12,1004203294,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,-237,30-Nov-22,31-07-2023,30-11-2022,487,-237,2762.6,-237
13,1004203299,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,238,05-Dec-22,31-07-2023,05-12-2022,482,238,3000.6,238
14,1004203303,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"15,588.00",05-Dec-22,31-07-2023,05-12-2022,482,15588,18588.6,15588
15,1001601425,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,-396,30-Dec-23,30-12-2023,30-12-2023,92,-396,18192.6,-396
16,1001602220,108008,Other Vendor,15800904,DR LAVANYA P,V158,OTHER VENDOR,"-1,188.00",31-Mar-24,31-03-2024,31-03-2024,0,-1188,17004.6,-1188
0,1004203678,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-1,35,000.00",31-Mar-22,31-03-2022,31-03-2022,731,-135000,-135000,0
1,1001600696,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",30-Jun-22,30-06-2022,30-06-2022,640,-45000,-180000,-180000
2,1001701067,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"45,000.00",06-Jul-22,06-07-2022,06-07-2022,634,45000,-135000,45000
3,1001700822,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,30-Jul-22,30-07-2022,30-07-2022,610,225000,90000,225000
4,1001600752,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",31-Jul-22,31-07-2022,31-07-2022,609,-45000,45000,-45000
5,1001700825,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,03-Aug-22,03-08-2022,03-08-2022,606,45000,90000,45000
6,1001600704,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",31-Aug-22,31-08-2022,31-08-2022,578,-45000,45000,-45000
7,1001700838,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,01-Sep-22,01-09-2022,01-09-2022,577,45000,90000,45000
8,1001600716,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",30-Sep-22,30-09-2022,30-09-2022,548,-45000,45000,-45000
9,1001700851,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,01-Oct-22,01-10-2022,01-10-2022,547,45000,90000,45000
10,1001600729,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",31-Oct-22,31-10-2022,31-10-2022,517,-45000,45000,-45000
11,1001700861,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,03-Nov-22,03-11-2022,03-11-2022,514,45000,90000,45000
12,1001600743,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",30-Nov-22,30-11-2022,30-11-2022,487,-45000,45000,-45000
13,1001700874,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,0,05-Dec-22,05-12-2022,05-12-2022,482,45000,90000,45000
14,1001600999,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",01-Jan-23,01-01-2023,01-01-2023,455,-45000,45000,-45000
15,1001602224,108008,Other Vendor,15800908,DR PRERNA BHATTAD,V158,OTHER VENDOR,"-45,000.00",31-Mar-24,31-03-2024,31-03-2024,0,-45000,0,-45000
0,1004201659,227007,Adv to Other Vendor,15800909,DR PRIYA T RAJAN,V158,OTHER VENDOR,0,31-Mar-22,31-03-2022,24-03-2022,731,108,108,108
0,1001700916,108008,Other Vendor,15800915,DR SWATHI KULKARNI,V158,OTHER VENDOR,0,12-Apr-22,12-04-2022,12-04-2022,719,92555,92555,92555
0,1003612162,108008,Other Vendor,15800916,DR UMESH GUPTA,V158,OTHER VENDOR,"-2,13,030.00",01-Oct-23,01-10-2023,01-10-2023,182,-213030,9581,0
1,1001602192,108008,Other Vendor,15800916,DR UMESH GUPTA,V158,OTHER VENDOR,"-2,70,000.00",31-Mar-24,31-03-2024,31-03-2024,0,-270000,-260419,-260419
0,1001600284,108008,Other Vendor,15800917,DR YARNAL,V158,OTHER VENDOR,"-45,000.00",31-Jan-23,31-01-2023,31-01-2023,425,-45000,-45000,-45000
1,1001602197,108008,Other Vendor,15800917,DR YARNAL,V158,OTHER VENDOR,"-45,000.00",31-Mar-24,31-03-2024,31-03-2024,0,-45000,-90000,-45000
